2371,-3.10,-9.03,2218017,2288969,1829442,2449678,2529089,2624403,2351850,2478018,2268775,2636869,2747782,2469955,2438131,3541243,3027364,2515305,3850980,4219351,2782834,2747759,2886302,2715014,2658369,2618532
3167,2.28,174.78,437884,428134,364680,261572,331751,323309,279685,236273,239693,239039,216010,232683,159356,178505,131909,76311,114835,237042,172485,149891,145161,147018,136140,172501
4526,1.19,26.62,802071,792628,466933,585796,855144,716365,467696,687563,557146,589161,803785,718133,633469,697255,456479,604580,1103593,795255,918320,830276,907764,828158,971091,961852
4532,-0.45,32.62,2222346,2232338,1703814,1891854,1977380,1670128,1555921,1436038,1439605,1773305,1956520,1590403,1675672,1698443,993717,1545582,1931176,1554843,1193844,1486109,1082625,1406817,1863687,1964157
4540,-8.68,10.85,268079,293560,209859,141398,269869,225096,286516,195344,261871,258921,240190,216908,241847,251213,196635,95811,160464,183022,192324,145111,196393,140105,200014,195171
4555,7.86,16.51,184820,171354,122547,152664,136274,132904,131719,133981,139953,154027,145586,150572,158630,145733,61576,84552,119109,122944,98552,101877,104559,123683,115015,117309
4562,14.78,24.68,66711,58119,57274,63215,59710,58820,56874,55816,49558,51717,60737,58340,53504,51041,48547,54517,82392,79936,75538,75273,73766,69373,83867,94053
4564,-22.81,18.72,160262,207631,167832,206442,203153,171828,174288,170997,185703,174044,173116,159699,134988,183057,213620,117656,143367,177560,215568,209411,223452,220935,212283,254143
4566,-9.49,43.51,367012,405499,274884,452308,307810,346874,327194,361444,292724,259672,229524,189162,255740,327590,292373,325119,275260,336417,316332,358767,347150,324852,305931,312789
4572,4.43,2.24,33276,31864,20480,21021,18127,20109,21712,32138,22735,23195,27286,33533,32548,37363,41314,40109,55294,55368,67028,70279,71257,70834,67280,63433
4576,-7.05,13.89,265557,285713,195856,213411,233960,220950,186814,183363,189366,242588,183445,220983,233170,252738,175757,128944,177538,152080,164470,134506,158153,178897,192611,207501
